task,horizon,ticker,model,window,date,hyperparameter,candidates,retained,missing_indicators,excluded_low_coverage,excluded_constant,retained_set,intercept_only,train_rows,rank,condition_number,effective_df,nonzero_coefficients,tree_leaves,stage
variance,1,pooled,pooled_ridge,expanding,2023-02-28,100.0,83,77,18,6,0,5898871f321f,False,344,91,638.2186148030775,0.7420379403686681,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-02-28,1,83,77,18,6,0,5898871f321f,False,344,91,638.2186148030775,,0,949.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-02-28,intercept_only,83,77,0,6,0,5898871f321f,True,344,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-02-28,0,9,9,1,0,0,b1e42779f476,False,344,10,9.889486915004358,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-02-28,1.0,6,6,0,0,0,dd5f57802637,False,344,6,4.294472264998132,2.4564503517990217,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-02-28,1.0,11,11,0,0,0,2581d936cd87,False,344,11,7.845437064247714,4.195618013538462,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-02-28,1.0,83,78,12,3,2,38141a41c1de,False,172,83,580.3907679631961,19.91845860755174,90,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-02-28,100.0,83,74,11,8,1,37c5e17dc656,False,172,81,1067.040879395692,0.7037546817009818,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-03-31,intercept_only,83,77,0,6,0,5898871f321f,True,348,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-03-31,intercept_only,83,77,0,6,0,5898871f321f,True,348,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-03-31,intercept_only,83,77,0,6,0,5898871f321f,True,348,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-03-31,0,9,9,1,0,0,b1e42779f476,False,348,10,9.91559261843066,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-03-31,intercept_only,83,78,0,3,2,38141a41c1de,True,174,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-03-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,174,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-03-31,100.0,83,77,18,6,0,5898871f321f,False,348,91,536.8285209485164,0.7420801113652559,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-03-31,1,83,77,18,6,0,5898871f321f,False,348,91,536.8285209485164,,0,977.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-03-31,intercept_only,83,77,0,6,0,5898871f321f,True,348,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-03-31,0,9,9,1,0,0,b1e42779f476,False,348,10,9.91559261843066,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-03-31,1.0,6,6,0,0,0,dd5f57802637,False,348,6,4.259432239887569,2.46092078260764,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-03-31,1.0,11,11,0,0,0,2581d936cd87,False,348,11,7.729683927127076,4.205351285370324,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-03-31,1.0,83,78,12,3,2,38141a41c1de,False,174,83,566.7216061191658,19.95050769663561,90,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-03-31,100.0,83,74,11,8,1,37c5e17dc656,False,174,81,1029.5115055182075,0.7037900849923906,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-04-30,intercept_only,83,77,0,6,0,5898871f321f,True,352,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-04-30,intercept_only,83,77,0,6,0,5898871f321f,True,352,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-04-30,intercept_only,83,77,0,6,0,5898871f321f,True,352,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-04-30,0,9,9,1,0,0,b1e42779f476,False,352,10,9.9450294658216,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-04-30,intercept_only,83,78,0,3,2,38141a41c1de,True,176,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-04-30,intercept_only,83,74,0,8,1,37c5e17dc656,True,176,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-04-30,100.0,83,77,18,6,0,5898871f321f,False,352,91,938.8229032972216,0.7421322934553095,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-04-30,1,83,77,18,6,0,5898871f321f,False,352,91,938.8229032972216,,0,966.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-04-30,intercept_only,83,77,0,6,0,5898871f321f,True,352,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-04-30,0,9,9,1,0,0,b1e42779f476,False,352,10,9.9450294658216,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-04-30,1.0,6,6,0,0,0,dd5f57802637,False,352,6,4.236234672116369,2.4639173661427183,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-04-30,1.0,11,11,0,0,0,2581d936cd87,False,352,11,7.6120583544888705,4.213914605963961,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-04-30,1.0,83,78,12,3,2,38141a41c1de,False,176,83,864.1821726169406,19.97326025416349,90,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-04-30,100.0,83,74,11,8,1,37c5e17dc656,False,176,81,1018.6381477462428,0.7039173733034797,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-05-31,intercept_only,83,77,0,6,0,5898871f321f,True,356,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-05-31,intercept_only,83,77,0,6,0,5898871f321f,True,356,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-05-31,intercept_only,83,77,0,6,0,5898871f321f,True,356,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-05-31,0,9,9,1,0,0,b1e42779f476,False,356,10,9.971670030651904,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-05-31,intercept_only,83,78,0,3,2,38141a41c1de,True,178,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-05-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,178,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-05-31,100.0,83,77,18,6,0,5898871f321f,False,356,91,1355.5286232625524,0.7421442976773965,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-05-31,1,83,77,18,6,0,5898871f321f,False,356,91,1355.5286232625524,,0,987.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-05-31,intercept_only,83,77,0,6,0,5898871f321f,True,356,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-05-31,0,9,9,1,0,0,b1e42779f476,False,356,10,9.971670030651904,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-05-31,1.0,6,6,0,0,0,dd5f57802637,False,356,6,4.202626811301465,2.4684657881146475,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-05-31,1.0,11,11,0,0,0,2581d936cd87,False,356,11,7.486778671511066,4.222799348680523,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-05-31,1.0,83,78,12,3,2,38141a41c1de,False,178,83,1364.2249254546962,20.001143087984964,90,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-05-31,100.0,83,74,11,8,1,37c5e17dc656,False,178,81,1231.0655960801073,0.7039821882700414,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-06-30,intercept_only,83,77,0,6,0,5898871f321f,True,360,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-06-30,intercept_only,83,77,0,6,0,5898871f321f,True,360,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-06-30,intercept_only,83,77,0,6,0,5898871f321f,True,360,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-06-30,0,9,9,1,0,0,b1e42779f476,False,360,10,9.995015702161927,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-06-30,intercept_only,83,78,0,3,2,38141a41c1de,True,180,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-06-30,intercept_only,83,74,0,8,1,37c5e17dc656,True,180,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-06-30,100.0,83,77,18,6,0,5898871f321f,False,360,91,840.5441486771936,0.7422110162670165,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-06-30,1,83,77,18,6,0,5898871f321f,False,360,91,840.5441486771936,,0,982.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-06-30,intercept_only,83,77,0,6,0,5898871f321f,True,360,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-06-30,0,9,9,1,0,0,b1e42779f476,False,360,10,9.995015702161927,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-06-30,1.0,6,6,0,0,0,dd5f57802637,False,360,6,4.158828651498729,2.470911358323152,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-06-30,1.0,11,11,0,0,0,2581d936cd87,False,360,11,7.407955975786784,4.232074320678683,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-06-30,1.0,83,78,13,3,2,38141a41c1de,False,180,85,209865.9048196792,20.061241973012123,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-06-30,100.0,83,74,11,8,1,37c5e17dc656,False,180,81,969.382452552893,0.7040595969847241,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-07-31,intercept_only,83,77,0,6,0,5898871f321f,True,364,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-07-31,intercept_only,83,77,0,6,0,5898871f321f,True,364,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-07-31,intercept_only,83,77,0,6,0,5898871f321f,True,364,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-07-31,0,9,9,1,0,0,b1e42779f476,False,364,10,10.01417925656054,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-07-31,intercept_only,83,78,0,3,2,38141a41c1de,True,182,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-07-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,182,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-07-31,100.0,83,77,18,6,0,5898871f321f,False,364,91,1143.7450346117903,0.7422836820477936,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-07-31,1,83,77,18,6,0,5898871f321f,False,364,91,1143.7450346117903,,0,988.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-07-31,intercept_only,83,77,0,6,0,5898871f321f,True,364,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-07-31,0,9,9,1,0,0,b1e42779f476,False,364,10,10.01417925656054,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-07-31,1.0,6,6,0,0,0,dd5f57802637,False,364,6,4.144597321311658,2.473869129237112,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-07-31,1.0,11,11,0,0,0,2581d936cd87,False,364,11,7.324550431090933,4.238416711603346,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-07-31,1.0,83,78,13,3,2,38141a41c1de,False,182,85,4058.192801037588,20.121596568248656,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-07-31,100.0,83,74,11,8,1,37c5e17dc656,False,182,81,1123.364376785284,0.7041320845344958,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-08-31,intercept_only,83,77,0,6,0,5898871f321f,True,368,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-08-31,intercept_only,83,77,0,6,0,5898871f321f,True,368,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-08-31,intercept_only,83,77,0,6,0,5898871f321f,True,368,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-08-31,0,9,9,1,0,0,b1e42779f476,False,368,10,10.044812999301982,10.0,10,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-08-31,intercept_only,83,78,0,3,2,38141a41c1de,True,184,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-08-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,184,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-08-31,100.0,83,77,18,6,0,5898871f321f,False,368,91,1038.4147985166385,0.7424273005992899,95,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-08-31,1,83,77,18,6,0,5898871f321f,False,368,91,1038.4147985166385,,0,992.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-08-31,intercept_only,83,77,0,6,0,5898871f321f,True,368,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-08-31,0,9,9,1,0,0,b1e42779f476,False,368,10,10.044812999301982,10.0,10,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-08-31,1.0,6,6,0,0,0,dd5f57802637,False,368,6,4.129578651071492,2.4772836223950647,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-08-31,1.0,11,11,0,0,0,2581d936cd87,False,368,11,7.262795867754933,4.244653939010335,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-08-31,1.0,83,78,13,3,2,38141a41c1de,False,184,85,3797.344421947933,20.146487295153744,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-08-31,100.0,83,74,11,8,1,37c5e17dc656,False,184,81,1014.7363188082428,0.7041128050674553,85,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-09-30,intercept_only,83,77,0,6,0,5898871f321f,True,372,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-09-30,intercept_only,83,77,0,6,0,5898871f321f,True,372,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-09-30,intercept_only,83,77,0,6,0,5898871f321f,True,372,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-09-30,0,9,9,2,0,0,b1e42779f476,False,372,11,31.98974777086235,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-09-30,intercept_only,83,78,0,3,2,38141a41c1de,True,186,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-09-30,intercept_only,83,74,0,8,1,37c5e17dc656,True,186,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-09-30,100.0,83,77,20,6,0,5898871f321f,False,372,92,1358.8065844504747,0.7424357657575862,97,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-09-30,1,83,77,20,6,0,5898871f321f,False,372,92,1358.8065844504747,,0,999.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-09-30,intercept_only,83,77,0,6,0,5898871f321f,True,372,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-09-30,0,9,9,2,0,0,b1e42779f476,False,372,11,31.98974777086235,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-09-30,1.0,6,6,0,0,0,dd5f57802637,False,372,6,4.120547902876513,2.4802873837206723,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-09-30,1.0,11,11,0,0,0,2581d936cd87,False,372,11,7.190095054122155,4.251919414534712,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-09-30,1.0,83,78,13,3,2,38141a41c1de,False,186,86,4142.742142454288,20.214135709018016,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-09-30,100.0,83,74,13,8,1,37c5e17dc656,False,186,82,1393.0211588731083,0.7041547363694323,87,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-10-31,intercept_only,83,77,0,6,0,5898871f321f,True,376,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-10-31,intercept_only,83,77,0,6,0,5898871f321f,True,376,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-10-31,intercept_only,83,77,0,6,0,5898871f321f,True,376,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-10-31,0,9,9,2,0,0,b1e42779f476,False,376,11,22.939893809651156,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-10-31,intercept_only,83,78,0,3,2,38141a41c1de,True,188,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-10-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,188,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-10-31,100.0,83,77,21,6,0,5898871f321f,False,376,93,342.07743306666305,0.7424190319201955,98,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-10-31,1,83,77,21,6,0,5898871f321f,False,376,93,342.07743306666305,,0,1028.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-10-31,intercept_only,83,77,0,6,0,5898871f321f,True,376,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-10-31,0,9,9,2,0,0,b1e42779f476,False,376,11,22.939893809651156,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-10-31,1.0,6,6,0,0,0,dd5f57802637,False,376,6,4.111868860817901,2.48329343863967,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-10-31,1.0,11,11,0,0,0,2581d936cd87,False,376,11,7.0879301687411465,4.256229962580336,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-10-31,1.0,83,78,13,3,2,38141a41c1de,False,188,86,1533.0513776617393,20.232049328904367,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-10-31,100.0,83,74,14,8,1,37c5e17dc656,False,188,83,939.6423614118686,0.7042224978527302,88,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-11-30,intercept_only,83,77,0,6,0,5898871f321f,True,380,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-11-30,intercept_only,83,77,0,6,0,5898871f321f,True,380,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-11-30,intercept_only,83,77,0,6,0,5898871f321f,True,380,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-11-30,0,9,9,2,0,0,b1e42779f476,False,380,11,23.0295092689284,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-11-30,intercept_only,83,78,0,3,2,38141a41c1de,True,190,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-11-30,intercept_only,83,74,0,8,1,37c5e17dc656,True,190,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-11-30,100.0,83,77,21,6,0,5898871f321f,False,380,94,484.1139512031965,0.7424915497009397,98,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-11-30,1,83,77,21,6,0,5898871f321f,False,380,94,484.1139512031965,,0,1034.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-11-30,intercept_only,83,77,0,6,0,5898871f321f,True,380,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-11-30,0,9,9,2,0,0,b1e42779f476,False,380,11,23.0295092689284,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-11-30,1.0,6,6,0,0,0,dd5f57802637,False,380,6,4.092648056452807,2.486255862823905,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-11-30,1.0,11,11,0,0,0,2581d936cd87,False,380,11,6.989143610864533,4.26324248789422,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-11-30,1.0,83,78,13,3,2,38141a41c1de,False,190,86,1432.1175922366567,20.26774448642739,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-11-30,100.0,83,74,16,8,1,37c5e17dc656,False,190,84,975.8211387934778,0.7044532179224865,90,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2023-12-31,100.0,83,77,21,6,0,5898871f321f,False,384,94,464.6617462222893,0.7425303043568874,98,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2023-12-31,intercept_only,83,77,0,6,0,5898871f321f,True,384,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2023-12-31,intercept_only,83,77,0,6,0,5898871f321f,True,384,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2023-12-31,0,9,9,2,0,0,b1e42779f476,False,384,11,23.110793158264656,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2023-12-31,intercept_only,83,78,0,3,2,38141a41c1de,True,192,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2023-12-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,192,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2023-12-31,10.0,83,77,21,6,0,5898871f321f,False,384,94,464.6617462222893,5.373222804648295,98,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2023-12-31,1,83,77,21,6,0,5898871f321f,False,384,94,464.6617462222893,,0,1043.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2023-12-31,intercept_only,83,77,0,6,0,5898871f321f,True,384,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2023-12-31,0,9,9,2,0,0,b1e42779f476,False,384,11,23.110793158264656,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2023-12-31,10.0,6,6,0,0,0,dd5f57802637,False,384,6,4.074237539620426,0.5140811085421196,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2023-12-31,1.0,11,11,0,0,0,2581d936cd87,False,384,11,6.935722418750548,4.268861166027136,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2023-12-31,1.0,83,78,13,3,2,38141a41c1de,False,192,86,1318.738968468352,20.292494292113943,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2023-12-31,10.0,83,74,16,8,1,37c5e17dc656,False,192,85,940.2025283840564,4.892271374418328,90,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2024-01-31,100.0,83,77,21,6,0,5898871f321f,False,388,94,450.8184126571605,0.7425775215904795,98,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2024-01-31,intercept_only,83,77,0,6,0,5898871f321f,True,388,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2024-01-31,intercept_only,83,77,0,6,0,5898871f321f,True,388,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2024-01-31,0,9,9,2,0,0,b1e42779f476,False,388,11,23.19378411338393,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2024-01-31,intercept_only,83,78,0,3,2,38141a41c1de,True,194,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2024-01-31,intercept_only,83,74,0,8,1,37c5e17dc656,True,194,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2024-01-31,10.0,83,77,21,6,0,5898871f321f,False,388,94,450.8184126571605,5.376542007859159,98,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2024-01-31,1,83,77,21,6,0,5898871f321f,False,388,94,450.8184126571605,,0,1055.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2024-01-31,intercept_only,83,77,0,6,0,5898871f321f,True,388,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2024-01-31,0,9,9,2,0,0,b1e42779f476,False,388,11,23.19378411338393,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2024-01-31,10.0,6,6,0,0,0,dd5f57802637,False,388,6,4.0724956641013765,0.5141555473172104,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2024-01-31,1.0,11,11,0,0,0,2581d936cd87,False,388,11,6.888538989073696,4.273464334383991,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2024-01-31,1.0,83,78,13,3,2,38141a41c1de,False,194,86,1329.6597575562173,20.3352730103514,91,,specifications_pooled
variance,1,CRS+ATI,business_pair_ridge,expanding,2024-01-31,10.0,83,74,16,8,1,37c5e17dc656,False,194,85,941.5054796380306,4.896836352144199,90,,specifications_pooled
return,1,pooled,pooled_ridge,expanding,2024-02-29,100.0,83,77,21,6,0,5898871f321f,False,392,94,439.6361363049183,0.7425966433577533,98,,specifications_pooled
return,1,pooled,pooled_forest,expanding,2024-02-29,intercept_only,83,77,0,6,0,5898871f321f,True,392,0,,0.0,0,,specifications_pooled
return,1,pooled,pooled_boost,expanding,2024-02-29,intercept_only,83,77,0,6,0,5898871f321f,True,392,0,,0.0,0,,specifications_pooled
return,1,pooled,panel_company_effects,expanding,2024-02-29,0,9,9,2,0,0,b1e42779f476,False,392,11,23.27356162124968,11.0,11,,specifications_pooled
return,1,MTRN+ENTG,business_pair_ridge,expanding,2024-02-29,intercept_only,83,78,0,3,2,38141a41c1de,True,196,0,,0.0,0,,specifications_pooled
return,1,CRS+ATI,business_pair_ridge,expanding,2024-02-29,intercept_only,83,74,0,8,1,37c5e17dc656,True,196,0,,0.0,0,,specifications_pooled
variance,1,pooled,pooled_ridge,expanding,2024-02-29,10.0,83,77,21,6,0,5898871f321f,False,392,94,439.6361363049183,5.379715637256123,98,,specifications_pooled
variance,1,pooled,pooled_forest,expanding,2024-02-29,1,83,77,21,6,0,5898871f321f,False,392,94,439.6361363049183,,0,1044.0,specifications_pooled
variance,1,pooled,pooled_boost,expanding,2024-02-29,intercept_only,83,77,0,6,0,5898871f321f,True,392,0,,0.0,0,,specifications_pooled
variance,1,pooled,panel_company_effects,expanding,2024-02-29,0,9,9,2,0,0,b1e42779f476,False,392,11,23.27356162124968,11.0,11,,specifications_pooled
variance,1,pooled,pooled_variance_persistence,expanding,2024-02-29,10.0,6,6,0,0,0,dd5f57802637,False,392,6,4.07064038852446,0.5142266035722413,6,,specifications_pooled
variance,1,pooled,pooled_variance_external,expanding,2024-02-29,1.0,11,11,0,0,0,2581d936cd87,False,392,11,6.835409219671083,4.281344879229301,11,,specifications_pooled
variance,1,MTRN+ENTG,business_pair_ridge,expanding,2024-02-29,1.0,83,78,13,3,2,38141a41c1de,False,196,86,1410.8803173516983,20.386290929119717,91,,specifications_pooled
